lambda_um	epsilon	I_BB
3.82691	12.03653	3581089277.3999004
3.8255	12.27931	3584626445.866018
3.82409	12.54693	3588167634.1568274
3.82268	12.83919	3591712847.0124593
3.82127	13.14826	3595262089.177618
3.81986	13.45994	3598815365.401555
3.81846	13.75708	3602347437.021836
3.81705	14.02394	3605908766.934728
3.81565	14.25097	3609448844.5123653
3.81424	14.43892	3613018247.030847
3.81284	14.60069	3616566349.366186
3.81144	14.76021	3620118456.829261
3.81004	14.94763	3623674574.1000476
3.80864	15.19211	3627234705.862935
3.80724	15.5137	3630798856.8067265
3.80585	15.91749	3634341530.382259
3.80445	16.39224	3637913704.979719
3.80305	16.91469	3641489912.8173394
3.80166	17.45793	3645044571.088018
3.80027	18.0013	3648603214.4368606
3.79888	18.53772	3652165847.4787045
3.79748	19.07595	3655758148.504846
3.7961	19.63648	3659303101.1220627
3.79471	20.2426	3662877730.974588
3.79332	20.90998	3666456369.022127
3.79193	21.63864	3670039019.900852
3.79055	22.41105	3673599870.5233727
3.78916	23.19684	3677190532.0373173
3.78778	23.96329	3680759344.825056
3.78639	24.68716	3684358035.436335
3.78501	25.36388	3687934828.7352815
3.78363	26.01039	3691515604.74162
3.78225	26.6606	3695100368.021211
3.78087	27.35481	3698689123.1440268
3.77949	28.12645	3702281874.6841736
3.77812	28.99069	3705852549.39343
3.77674	29.93827	3709453278.464577
3.77537	30.93683	3713031881.9330916
3.77399	31.93891	3716640606.7482
3.77262	32.89356	3720227157.0730867
3.77125	33.75792	3723817673.140899
3.76988	34.50502	3727412159.4550643
3.76851	35.12591	3731010620.5229893
3.76714	35.62688	3734613060.8560586
3.76577	36.02333	3738219484.969626
3.7644	36.33358	3741829897.3830276
3.76304	36.57397	3745417905.6227126
3.76167	36.75691	3749036279.0154963
3.76031	36.89083	3752632199.052039
3.75895	36.98117	3756232067.165751
3.75758	37.03066	3759862401.1273246
3.75622	37.03855	3763470207.832208
3.75486	36.99891	3767081975.9797134
3.7535	36.90004	3770697710.0217867
3.75215	36.72602	3774290784.440377
3.75079	36.46131	3777914434.399916
3.74943	36.09722	3781542063.6
3.74808	35.638	3785146958.922637
3.74672	35.10382	3788782530.668125
3.74537	34.5287	3792395318.949998
3.74402	33.95326	3796012045.7340226
3.74267	33.41443	3799632715.4044585
3.74132	32.93541	3803257332.349258
3.73997	32.51957	3806885900.9600577
3.73862	32.15108	3810518425.6321893
3.73727	31.80212	3814154910.7646623
3.73593	31.44404	3817768379.877258
3.73458	31.05825	3821412769.7239857
3.73324	30.64239	3825034093.68376
3.73189	30.20984	3828686405.754387
3.73055	29.7832	3832315601.955699
3.72921	29.38451	3835948726.1448903
3.72787	29.02658	3839585782.648978
3.72653	28.70893	3843226775.7985263
3.72519	28.41984	3846871709.927645
3.72385	28.14317	3850520589.3739824
3.72252	27.86661	3854146143.921808
3.72118	27.58757	3857802897.506111
3.71985	27.31463	3861436275.9934735
3.71851	27.06417	3865100920.9791
3.71718	26.85461	3868742140.5543723
3.71585	26.7001	3872387272.397062
3.71452	26.60704	3876036320.772491
3.71319	26.57388	3879689289.94937
3.71186	26.59375	3883346184.1998386
3.71053	26.65825	3887007007.799416
3.7092	26.76038	3890671765.0270314
3.70788	26.89528	3894312861.2875443
3.70655	27.05906	3897985468.9649897
3.70523	27.24652	3901634365.0958147
3.7039	27.44931	3905314840.2506003
3.70258	27.65556	3908971553.1644826
3.70126	27.85159	3912632166.0398765
3.69994	28.0246	3916296683.0829616
3.69862	28.1657	3919965108.5031786
3.6973	28.27177	3923637446.513232
3.69598	28.34553	3927313701.3290854
3.69467	28.39394	3930965982.299541
3.69335	28.42511	3934650053.6352525
3.69204	28.44534	3938310100.230239
3.69072	28.45714	3942002004.8607087
3.68941	28.45913	3945669833.740744
3.6881	28.44808	3949341545.1920223
3.68679	28.42183	3953017143.357495
3.68548	28.3824	3956696632.3832216
3.68417	28.33745	3960380016.4184
3.68286	28.29935	3964067299.6153345
3.68155	28.28205	3967758486.1294417
3.68025	28.29686	3971425358.484252
3.67894	28.34896	3975124334.2357955
3.67763	28.43638	3978827225.757598
3.67633	28.55187	3982505726.0889
3.67503	28.68692	3986188090.8163824
3.67373	28.83611	3989874324.019132
3.67243	28.99944	3993564429.7792134
3.67113	29.18106	3997258412.181684
3.66983	29.38511	4000956275.3145714
3.66853	29.61016	4004658023.268889
3.66723	29.84557	4008363660.1386003
3.66594	30.07174	4012044640.3070765
3.66464	30.26521	4015758037.3079295
3.66335	30.40676	4019446725.991356
3.66205	30.48925	4023167899.408683
3.66076	30.52183	4026864312.7786994
3.65947	30.52815	4030564579.6198397
3.65818	30.5393	4034268703.9524326
3.65689	30.58411	4037976689.79965
3.6556	30.68102	4041688541.1875024
3.65431	30.83461	4045404262.1448293
3.65302	31.03832	4049123856.703298
3.65174	31.28113	4052818449.848471
3.65045	31.55492	4056545773.6094975
3.64917	31.85842	4060248043.9936996
3.64788	32.1961	4063983112.992652
3.6466	32.57294	4067693076.537966
3.64532	32.98783	4071406877.6432505
3.64404	33.42982	4075124520.2662807
3.64276	33.8791	4078846008.3675127
3.64148	34.313	4082571345.9101157
3.6402	34.71383	4086300536.859941
3.63892	35.07503	4090033585.185532
3.63765	35.40259	4093741285.2755218
3.63637	35.71087	4097482030.0557675
3.6351	36.01528	4101197374.29868
3.63382	36.32548	4104945831.31576
3.63255	36.64282	4108668835.3809347
3.63128	36.96288	4112395660.1897826
3.63001	37.28196	4116126309.636704
3.62874	37.60362	4119860787.6186905
3.62747	37.94203	4123599098.035273
3.6262	38.31976	4127341244.788551
3.62493	38.76071	4131087231.7831564
3.62367	39.2811	4134807521.6713905
3.6224	39.88239	4138561170.557792
3.62114	40.54935	4142289069.7073345
3.61987	41.25412	4146050396.011484
3.61861	41.96454	4149785919.835932
3.61735	42.65338	4153525246.6851172
3.61608	43.30515	4157298103.0364413
3.61482	43.91859	4161045077.687415
3.61357	44.50477	4164766083.69654
3.61231	45.08257	4168520660.9722347
3.61105	45.67356	4172279060.4485383
3.60979	46.29786	4176041285.967861
3.60854	46.97175	4179777436.9589868
3.60728	47.70613	4183547295.6595626
3.60603	48.50582	4187291026.8263297
3.60477	49.36839	4191068533.9844704
3.60352	50.28388	4194819860.4913015
3.60227	51.23539	4198574975.200274
3.60102	52.20159	4202333881.87925
3.59977	53.16107	4206096584.2983875
3.59852	54.09693	4209863086.2301126
3.59727	55.00078	4213633391.4491343
3.59602	55.87361	4217407503.732427
3.59478	56.72332	4221155188.3428254
3.59353	57.55924	4224936895.562617
3.59229	58.38589	4228692121.794789
3.59104	59.19802	4232481438.965143
3.5898	59.97919	4236244221.721844
3.58856	60.70456	4240010773.1311545
3.58732	61.34701	4243781096.895403
3.58608	61.88488	4247555196.719071
3.58484	62.30865	4251333076.3087845
3.5836	62.62443	4255114739.373307
3.58236	62.85298	4258900189.6235394
3.58112	63.0245	4262689430.7725167
3.57989	63.17074	4266451862.349951
3.57865	63.31708	4270248665.797385
3.57742	63.47661	4274018606.004268
3.57618	63.64862	4277822986.5078497
3.57495	63.82086	4281600449.991102
3.57372	63.97524	4285381665.3513074
3.57249	64.09468	4289166636.2267017
3.57126	64.16882	4292955366.2575274
3.57003	64.19695	4296747859.086033
3.5688	64.18752	4300544118.35647
3.56757	64.15474	4304344147.715081
3.56635	64.11392	4308117010.356241
3.56512	64.07745	4311924560.112705
3.56389	64.05272	4315735890.878283
3.56267	64.04218	4319519973.838991
3.56145	64.04501	4323307783.741529
3.56022	64.05882	4327130417.779726
3.559	64.08034	4330925722.898432
3.55778	64.10507	4334724765.702551
3.55656	64.1264	4338527549.767283
3.55534	64.13575	4342334078.669709
3.55412	64.12432	4346144355.988758
3.55291	64.08694	4349927107.509185
3.55169	64.02601	4353744861.607712
3.55047	63.95412	4357566374.841397
3.54926	63.893	4361360280.771343
3.54804	63.86837	4365189292.15014
3.54683	63.90219	4368990641.826002
3.54562	64.0048	4372795703.328302
3.54441	64.17044	4376604480.162958
3.54319	64.37812	4380448499.570243
3.54198	64.59763	4384264748.372176
3.54078	64.79848	4388053137.746366
3.53957	64.95858	4391876811.004422
3.53836	65.06923	4395704217.150475
3.53715	65.13521	4399535359.700825
3.53595	65.17024	4403338533.59382
3.53474	65.19005	4407177128.55651
3.53354	65.20628	4410987700.196964
3.53233	65.22352	4414833761.541364
3.53113	65.24032	4418651744.789807
3.52993	65.25308	4422473423.638527
3.52873	65.26071	4426298801.52883
3.52753	65.26773	4430127881.90363
3.52633	65.28453	4433960668.207452
3.52513	65.32473	4437797163.886405
3.52393	65.40086	4441637372.388184
3.52273	65.52028	4445481297.162062
3.52154	65.68264	4449296862.575594
3.52034	65.88012	4453148199.207061
3.51915	66.09953	4456971121.504565
3.51795	66.32584	4460829883.694568
3.51676	66.54583	4464660176.468895
3.51557	66.75082	4468494144.134904
3.51438	66.93051	4472331790.066899
3.51319	67.11105	4476173117.640683
3.512	67.27671	4480018130.2335
3.51081	67.44313	4483866831.224079
3.50962	67.61556	4487719223.992593
3.50843	67.79372	4491575311.92066
3.50725	67.97112	4495402647.79205
3.50606	68.13714	4499266105.067109
3.50488	68.28143	4503100755.015407
3.50369	68.39912	4506971595.067513
3.50251	68.49456	4510813572.415482
3.50133	68.5818	4514659202.976022
3.50015	68.68094	4518508490.05587
3.49897	68.81162	4522361436.963098
3.49779	68.98565	4526218047.007118
3.4966	69.20251	4530111053.383173
3.49543	69.44944	4533942269.749861
3.49425	69.7068	4537809889.074033
3.49307	69.95662	4541681184.7859
3.4919	70.19095	4545523305.957672
3.49072	70.41641	4549401933.168236
3.48955	70.6527	4553251330.23134
3.48837	70.92567	4557137302.102629
3.4872	71.25787	4560993988.112573
3.48603	71.6606	4564854307.9586935
3.48486	72.13063	4568718264.880836
3.48369	72.65238	4572585862.120052
3.48251	73.20379	4576490206.159995
3.48135	73.76328	4580331990.519919
3.48018	74.31469	4584210528.168665
3.47901	74.84884	4588092719.110653
3.47784	75.36176	4591978566.59288
3.47668	75.85144	4595834814.6960335
3.47551	76.31498	4599727953.682597
3.47435	76.74793	4603591437.3588085
3.47319	77.14582	4607458528.061076
3.47202	77.49776	4611362612.775204
3.47086	77.79466	4615236958.204309
3.4697	78.07412	4619114920.20021
3.46854	78.35733	4622996501.936213
3.46738	78.66213	4626881706.58669
3.46622	78.99882	4630770537.327081
3.46506	79.33369	4634662997.333873
3.46391	79.66805	4638525487.249597
3.46275	80.02327	4642425183.967694
3.46159	80.40242	4646328519.460517
3.46044	80.80983	4650201800.496843
3.45928	81.24988	4654112391.644829
3.45813	81.72435	4657992872.042713
3.45698	82.23009	4661876941.204382
3.45583	82.75807	4665764602.232804
3.45467	83.29445	4669689711.015949
3.45352	83.81308	4673584596.391884
3.45237	84.23873	4677483082.976227
3.45122	84.65134	4681385173.87575
3.45008	85.05394	4685256894.047072
3.44893	85.44784	4689166171.491597
3.44778	85.82926	4693079062.550053
3.44664	86.18731	4696961498.146388
3.44549	86.50427	4700881594.274586
3.44435	86.75835	4704771178.403704
3.4432	86.92278	4708698491.942336
3.44206	86.96194	4712595236.841059
3.44092	86.90651	4716495551.0539465
3.43978	86.75583	4720399437.616055
3.43864	86.51687	4724306899.56325
3.4375	86.20351	4728217939.932224
3.43636	85.83461	4732132561.760458
3.43522	85.43089	4736050768.086233
3.43408	85.0114	4739972561.948619
3.43295	84.59034	4743863497.57186
3.43181	84.17502	4747792444.091613
3.43068	83.76617	4751690475.605489
3.42954	83.36025	4755626586.841631
3.42841	82.95364	4759531726.202347
3.42727	82.54682	4763475014.219854
3.42614	82.14751	4767387273.389445
3.42501	81.77099	4771303081.242295
3.42388	81.43759	4775222440.744731
3.42275	81.16803	4779145354.86376
3.42162	80.97869	4783071826.567076
3.42049	80.87856	4787001858.823026
3.41936	80.86902	4790935454.600633
3.41824	80.94566	4794837759.075667
3.41711	81.10094	4798778459.205052
3.41599	81.26908	4802687810.998178
3.41486	81.46641	4806635627.258191
3.41374	81.74321	4810552038.046484
3.41261	82.0897	4814506982.220905
3.41149	82.48717	4818430463.686261
3.41037	82.91186	4822357469.1337805
3.40925	83.34151	4826288001.459771
3.40813	83.76176	4830222063.561107
3.40701	84.11652	4834159658.335205
3.40589	84.47948	4838100788.680038
3.40477	84.87579	4842045457.4941025
3.40365	85.31795	4845993667.676442
3.40254	85.80774	4849910122.914856
3.40142	86.33557	4853865392.848931
3.40031	86.88426	4857788850.503213
3.39919	87.43551	4861751191.687923
3.39808	87.97636	4865681663.156243
3.39696	88.50278	4869651087.094377
3.39585	88.99945	4873588583.778697
3.39474	89.48502	4877529581.57075
3.39363	89.9788	4881474083.296869
3.39252	90.49626	4885422091.783818
3.39141	91.04943	4889373609.858783
3.3903	91.64339	4893328640.349362
3.38919	92.27437	4897287186.083569
3.38809	92.92954	4901213539.908502
3.38698	93.52605	4905179092.88312
3.38587	94.10731	4909148169.562262
3.38477	94.67673	4913084967.806783
3.38366	95.22501	4917061068.575296
3.38256	95.73739	4921004833.187884
3.38146	96.06118	4924952069.368048
3.38036	96.27932	4928902779.870931
3.37925	96.40799	4932892930.568854
3.37815	96.46291	4936850629.631343
3.37705	96.46058	4940811811.308902
3.37595	96.41411	4944776478.35791
3.37486	96.33077	4948708543.677818
3.37376	96.21191	4952680157.992247
3.37266	96.05531	4956655265.923877
3.37156	95.85851	4960633870.23018
3.37047	95.62187	4964579756.959739
3.36937	95.34968	4968565330.441048
3.36828	95.04881	4972518128.405941
3.36719	94.72538	4976474370.247471
3.36609	94.38073	4980470402.029554
3.365	94.00864	4984433571.333758
3.36391	93.59506	4988400192.592168
3.36282	93.12132	4992370268.48948
3.36173	92.56998	4996343801.710584
3.36064	91.93146	5000320794.940533
3.35955	91.20913	5004301250.864557
3.35846	90.27355	5008285172.168025
3.35738	89.32217	5012235964.211927
3.35629	88.41121	5016226792.477054
3.3552	87.57474	5020221094.1539755
3.35412	86.82584	5024182179.261072
3.35303	86.15323	5028183403.891789
3.35195	85.52435	5032151353.713508
3.35087	84.8942	5036122724.006726
3.34978	84.21787	5040134337.029426
3.3487	83.43167	5044112587.836547
3.34762	82.57599	5048094266.978763
3.34654	81.69464	5052079377.069351
3.34546	80.75513	5056067920.721618
3.34438	79.81567	5060059900.548928
3.34331	78.93329	5064018308.767001
3.34223	78.14097	5068017136.907781
3.34115	77.45302	5072019409.039654
3.34007	76.86528	5076025127.776072
3.339	76.36009	5079997157.976272
3.33792	75.91366	5084009745.7887125
3.33685	75.50226	5087988586.593003
3.33578	75.10576	5091970820.684826
3.33471	74.66823	5095956450.605623
3.33363	74.11869	5099982775.571696
3.33256	73.57424	5103975236.57078
3.33149	73.04203	5107971101.046617
3.33042	72.529	5111970371.540434
3.32935	72.04207	5115973050.593382
3.32828	71.58773	5119979140.7465105
3.32722	71.11701	5123951156.732406
3.32615	70.5403	5127964044.770034
3.32508	69.99841	5131980351.506706
3.32402	69.50166	5135962496.086387
3.32295	69.05104	5139985615.833245
3.32189	68.6405	5143974514.736605
3.32082	68.26096	5148004457.560422
3.31976	67.90487	5152000120.759578
3.3187	67.56894	5155999153.943794
3.31764	67.25432	5160001559.582282
3.31658	66.96402	5164007340.14407
3.31551	66.69956	5168054336.432127
3.31446	66.45908	5172029035.912781
3.3134	66.23786	5176044956.056835
3.31234	66.03049	5180064260.998428
3.31128	65.83293	5184086953.205605
3.31022	65.64337	5188113035.146172
3.30917	65.46201	5192104479.523082
3.30811	65.29068	5196137316.296242
3.30706	65.13273	5200135456.622779
3.306	64.99316	5204175058.003998
3.30495	64.87921	5208179903.962386
3.3039	64.80032	5212188090.453845
3.30284	64.76708	5216237840.9953785
3.30179	64.78745	5220252747.615042
3.30074	64.86098	5224271001.980322
3.29969	64.80952	5228292606.487195
3.29864	64.73372	5232317563.531323
3.29759	64.6828	5236345875.508064
3.29654	64.65626	5240377544.812431
3.2955	64.65158	5244374129.137428
3.29445	64.66752	5248412488.249296
3.2934	64.70607	5252454211.848988
3.29236	64.77184	5256460761.771314
3.29131	64.86933	5260509189.427525
3.29027	64.99536	5264522384.253705
3.28923	65.04884	5268538889.133433
3.28818	65.13639	5272597374.565692
3.28714	65.24216	5276620538.408706
3.2861	65.35321	5280647019.299578
3.28506	65.46453	5284676819.561482
3.28402	65.57981	5288709941.517176
3.28298	65.70762	5292746387.488991
3.28194	65.85488	5296786159.798808
3.2809	66.02045	5300829260.768073
3.27986	66.19175	5304875692.71777
3.27883	66.34627	5308886502.039212
3.27779	66.45707	5312939570.826549
3.27676	66.45712	5316956957.720818
3.27572	66.36079	5321016672.535068
3.27469	66.19266	5325040646.101168
3.27365	65.96035	5329107016.127702
3.27262	65.6813	5333137585.460692
3.27159	65.37945	5337171440.132764
3.27056	65.07987	5341208582.394245
3.26952	64.80318	5345288258.123586
3.26849	64.50579	5349332014.285796
3.26746	64.22279	5353379064.807034
3.26643	63.97579	5357429411.935455
3.26541	63.76064	5361443686.266876
3.26438	63.57031	5365500601.291594
3.26335	63.39839	5369560819.642783
3.26232	63.24187	5373624343.566326
3.2613	63.10224	5377651675.595552
3.26027	62.98464	5381721785.251709
3.25925	62.8945	5385755643.476498
3.25822	62.83259	5389832347.754561
3.2572	62.79055	5393872740.975479
3.25618	62.74964	5397916389.032678
3.25516	62.68399	5401963294.103027
3.25414	62.56801	5406013458.362764
3.25311	62.38558	5410106639.605416
3.25209	62.13775	5414163360.776297
3.25108	61.84624	5418183528.030914
3.25006	61.55071	5422246750.797518
3.24904	61.29979	5426313243.62483
3.24802	61.13866	5430383008.68509
3.247	61.09684	5434456048.14983
3.24599	61.18055	5438492384.395964
3.24497	61.37199	5442571947.02633
3.24396	61.63485	5446614746.74042
3.24294	61.92329	5450700841.129095
3.24193	62.1907	5454750112.81672
3.24092	62.39627	5458802607.717141
3.2399	62.50957	5462898499.711436
3.23889	62.51332	5466957479.311823
3.23788	62.4059	5471019688.45353
3.23687	62.20267	5475085129.237606
3.23586	61.935	5479153803.764348
3.23485	61.64597	5483225714.133256
3.23384	61.38292	5487300862.443044
3.23283	61.18806	5491379250.79164
3.23183	61.08967	5495420453.195058
3.23082	61.09552	5499505295.78041
3.22981	61.19077	5503593384.672717
3.22881	61.3413	5507644197.747798
3.2278	61.5025	5511738753.343736
3.2268	61.63097	5515795973.20007
3.2258	61.69613	5519856383.566192
3.22479	61.6872	5523960638.630102
3.22379	61.61421	5528027468.060118
3.22279	61.50329	5532097494.106887
3.22179	61.38828	5536170718.797572
3.22079	61.30142	5540247144.158473
3.21979	61.26525	5544326772.215002
3.21879	61.28722	5548409604.991674
3.21779	61.35804	5552495644.51212
3.21679	61.45347	5556584892.7990465
3.21579	61.53919	5560677351.874252
3.2148	61.57793	5564732051.129724
3.2138	61.53759	5568830905.68486
3.2128	61.39906	5572932977.067865
3.21181	61.16196	5576997198.45458
3.21082	60.84576	5581064576.589335
3.20982	60.4852	5585176246.082967
3.20883	60.12025	5589249975.517373
3.20784	59.7838	5593326867.585411
3.20684	59.49202	5597448153.08479
3.20585	59.24112	5601531408.274384
3.20486	59.01232	5605617831.974456
3.20387	58.78202	5609707426.135407
3.20288	58.53344	5613800192.706654
3.20189	58.26541	5617896133.636583
3.2009	57.99509	5621995250.872579
3.19992	57.75366	5626056093.136721
3.19893	57.57599	5630161536.68992
3.19794	57.48805	5634270162.365473
3.19696	57.49629	5638340422.749731
3.19597	57.58274	5642455386.306995
3.19499	57.70735	5646531924.359265
3.194	57.81642	5650653233.484377
3.19302	57.85521	5654736056.80892
3.19204	57.78192	5658822009.646815
3.19106	57.57919	5662911093.876688
3.19007	57.25942	5667045084.853189
3.18909	56.86101	5671140469.499554
3.18811	56.43659	5675238991.186432
3.18713	56.03722	5679340651.788079
3.18615	55.6991	5683445453.177628
3.18518	55.43612	5687511463.554055
3.1842	55.23931	5691622520.0378685
3.18322	55.08172	5695736722.9031725
3.18224	54.92716	5699854074.018584
3.18127	54.74091	5703932513.406316
3.18029	54.50001	5708056134.450584
3.17932	54.20014	5712140783.444034
3.17834	53.85706	5716270681.801655
3.17737	53.50258	5720361547.705338
3.1764	53.17651	5724455508.840923
3.17542	52.91667	5728594820.860455
3.17445	52.74913	5732695009.826727
3.17348	52.68176	5736798299.451801
3.17251	52.7025	5740904691.53608
3.17154	52.78302	5745014187.878735
3.17057	52.88621	5749126790.277725
3.1696	52.97551	5753242500.529815
3.16863	53.0235	5757361320.430501
3.16766	53.01753	5761483251.774052
3.1667	52.96092	5765565754.232479
3.16573	52.86965	5769693881.716738
3.16476	52.76589	5773825126.00067
3.1638	52.67066	5777916850.660304
3.16283	52.59811	5782054301.731987
3.16187	52.55289	5786152172.693233
3.16091	52.53118	5790253103.4879
3.15994	52.52456	5794399861.883654
3.15898	52.52462	5798506949.45056
3.15802	52.52618	5802617102.053327
3.15706	52.528	5806730321.417518
3.1561	52.53041	5810846609.267393
3.15514	52.53159	5814965967.325909
3.15418	52.52433	5819088397.314687
3.15322	52.49511	5823213900.954044
3.15226	52.42672	5827342479.96293
3.1513	52.30335	5831474136.058968
3.15034	52.11771	5835608870.958403
3.14939	51.87683	5839703568.249109
3.14843	51.60495	5843844433.783245
3.14747	51.34061	5847988383.243487
3.14652	51.12795	5852092204.148864
3.14557	51.00423	5856199048.398289
3.14461	50.9881	5860352195.522995
3.14366	51.07321	5864465123.292844
3.14271	51.22955	5868581079.385409
3.14175	51.4118	5872743439.320725
3.1408	51.57125	5876865488.930891
3.13985	51.66784	5880990571.829899
3.1389	51.67901	5885118689.664502
3.13795	51.60318	5889249844.080053
3.137	51.45779	5893384036.720461
3.13605	51.27218	5897521269.228193
3.13511	51.07822	5901617945.5674305
3.13416	50.9019	5905761230.689762
3.13321	50.75846	5909907560.580863
3.13227	50.65224	5914013243.361552
3.13132	50.5802	5918165635.605456
3.13037	50.53633	5922321077.50636
3.12943	50.51494	5926435781.187899
3.12849	50.51113	5930553473.838713
3.12754	50.51982	5934718010.174417
3.1266	50.53466	5938841717.33659
3.12566	50.54785	5942968418.215057
3.12472	50.55022	5947098114.383587
3.12377	50.5319	5951274788.349934
3.12283	50.48353	5955410511.720555
3.12189	50.39898	5959549235.110203
3.12095	50.27844	5963690960.086572
3.12002	50.13031	5967791579.553642
3.11908	49.9706	5971939280.427084
3.11814	49.82023	5976089987.564454
3.1172	49.70111	5980243702.527261
3.11627	49.63244	5984356190.561136
3.11533	49.62748	5988515893.813531
3.11439	49.69111	5992678609.549846
3.11346	49.81763	5996800007.18405
3.11252	49.9896	6000968720.463145
3.11159	50.17909	6005096054.876363
3.11066	50.35187	6009226344.066265
3.10972	50.47422	6013404049.102609
3.10879	50.52038	6017540284.155842
3.10786	50.47847	6021679478.496475
3.10693	50.35351	6025821633.619504
3.106	50.1663	6029966751.01832
3.10507	49.94833	6034114832.184684
3.10414	49.73308	6038265878.608744
3.10321	49.54665	6042419891.779002
3.10228	49.40115	6046576873.182301
3.10136	49.29441	6050692077.846836
3.10043	49.21541	6054854968.213848
3.0995	49.15325	6059020831.248544
3.09857	49.10473	6063189668.431107
3.09765	49.0768	6067316607.206592
3.09672	49.08232	6071491365.098918
3.0958	49.13223	6075624163.809431
3.09488	49.22773	6079759878.797912
3.09395	49.35714	6083943512.661658
3.09303	49.49807	6088085096.215874
3.09211	49.62385	6092229600.332515
3.09119	49.71163	6096377026.431213
3.09027	49.74912	6100527375.929889
3.08935	49.73771	6104680650.244763
3.08843	49.69124	6108836850.790338
3.08751	49.63078	6112995978.979379
3.08659	49.57895	6117158036.222928
3.08567	49.55488	6121323023.930277
3.08475	49.57136	6125490943.508964
3.08383	49.63316	6129661796.364754
3.08292	49.73678	6133790200.864818
3.082	49.87112	6137966892.563548
3.08108	50.01982	6142146521.730794
3.08017	50.16459	6146283611.2656975
3.07925	50.28918	6150469087.597182
3.07834	50.38222	6154611963.471765
3.07743	50.43844	6158757718.737202
3.07652	50.45801	6162906354.73999
3.0756	50.445	6167103509.917343
3.07469	50.40642	6171257943.120666
3.07378	50.35246	6175415261.104879
3.07287	50.29695	6179575465.209318
3.07196	50.25607	6183738556.7715025
3.07105	50.24527	6187904537.127133
3.07014	50.27484	6192073407.610085
3.06923	50.347	6196245169.552387
3.06832	50.45503	6200419824.284236
3.06742	50.58453	6204551450.271955
3.06651	50.71615	6208731862.740733
3.0656	50.82975	6212915171.963888
3.0647	50.90981	6217055361.232835
3.06379	50.95037	6221244436.06232
3.06289	50.95758	6225390330.161449
3.06198	50.94778	6229585175.815202
3.06108	50.94144	6233736779.897666
3.06017	50.95458	6237937401.578534
3.05927	50.99101	6242094720.782465
3.05837	51.038	6246254883.6674385
3.05747	51.06755	6250417891.498203
3.05657	51.04395	6254583745.537631
3.05567	50.93555	6258752447.046691
3.05477	50.72737	6262923997.284439
3.05387	50.42941	6267098397.508027
3.05297	50.07663	6271275648.97268
3.05207	49.72029	6275455752.931675
3.05117	49.41312	6279638710.636363
3.05027	49.19494	6283824523.336125
3.04938	49.08396	6287966635.816117
3.04848	49.07638	6292158130.4896345
3.04758	49.15291	6296352483.880771
3.04669	49.28766	6300503045.810486
3.0458	49.45612	6304656405.696405
3.0449	49.63933	6308859279.058242
3.04401	49.82451	6313018269.916167
3.04311	50.00339	6317226839.960993
3.04222	50.17048	6321391466.615987
3.04133	50.32245	6325558897.218086
3.04044	50.45881	6329729132.954205
3.03955	50.58306	6333902175.009294
3.03866	50.70248	6338078024.566312
3.03777	50.8253	6342256682.8062105
3.03688	50.95559	6346438150.907941
3.03599	51.08793	6350622430.04844
3.0351	51.2051	6354809521.402618
3.03421	51.28072	6358999426.143337
3.03332	51.28731	6363192145.441428
3.03244	51.20686	6367340523.977443
3.03155	51.03971	6371538844.237568
3.03066	50.80839	6375739982.542098
3.02978	50.55409	6379896688.911383
3.02889	50.32706	6384103435.094384
3.02801	50.17422	6388265688.599421
3.02713	50.12817	6392430701.686465
3.02624	50.20075	6396645852.405314
3.02536	50.38246	6400816419.392144
3.02448	50.64648	6404989749.314674
3.0236	50.95524	6409165843.282465
3.02271	51.26802	6413392205.332369
3.02183	51.54796	6417573862.1522
3.02095	51.76761	6421758286.346087
3.02007	51.91266	6425945479.015241
3.01919	51.98294	6430135441.258789
3.01832	51.99076	6434280513.913879
3.01744	51.95662	6438475987.091619
3.01656	51.90322	6442674233.115985
3.01568	51.84872	6446875253.077611
3.01481	51.80075	6451031262.075335
3.01393	51.75326	6455237801.621956
3.01305	51.68741	6459447118.352497
3.01218	51.57714	6463611333.022837
3.0113	51.3982	6467826175.775483
3.01043	51.13812	6471995855.781005
3.00956	50.80408	6476168254.404715
3.00868	50.42596	6480391378.362841
3.00781	50.05297	6484569248.610307
3.00694	49.74411	6488749840.592639
3.00607	49.55491	6492933155.340483
3.0052	49.52435	6497119193.882307
3.00433	49.66585	6501307957.244432
3.00345	49.96444	6505547640.337681
3.00259	50.38009	6509693662.523971
3.00172	50.85556	6513890606.483103
3.00085	51.32761	6518090279.345959
2.99998	51.73947	6522292682.127889
2.99911	52.05266	6526497815.842009
2.99825	52.25512	6530657299.70315
2.99738	52.36236	6534867866.893148
2.99651	52.4098	6539081168.029748
2.99565	52.43837	6543248728.390976
2.99478	52.47875	6547467468.977579
2.99392	52.54091	6551640408.222287
2.99305	52.61318	6555864592.211648
2.99219	52.67026	6560042914.238252
2.99133	52.6863	6564223913.543745
2.99046	52.64827	6568456254.254098
2.9896	52.56394	6572642642.144341
2.98874	52.46193	6576831710.188065
2.98788	52.38244	6581023459.335285
2.98702	52.36215	6585217890.533769
2.98616	52.41894	6589415004.729018
2.9853	52.54354	6593614802.864274
2.98444	52.70132	6597817285.880491
2.98358	52.84414	6602022454.716346
2.98272	52.92702	6606230310.308199
2.98187	52.92331	6610391878.33657
2.98101	52.83325	6614605078.971932
2.98015	52.68324	6618820969.147758
